;AT;BE;CH;CZ;DE;DK;ES;FR;GB;IE;IT;LU;NL;NO;PL;PT;SE
t3479;5988;8314;3658;6095;47297;2967;22610;45727;28866;2729;27802;488;10699;11333;13514;5094;11866
t3480;5751;7673;4103;5803;44608;2759;21175;41095;25862;2462;25537;459;9935;10817;12451;4698;11149
t3481;5423;7318;4340;5772;43305;2625;20356;39884;23302;2280;23866;440;9419;10530;11907;4348;10870
t3482;5357;7099;4212;5699;42549;2589;19976;37675;22422;2108;23102;432;9203;10409;11776;4102;10825
t3483;5279;7054;4071;5556;42798;2591;19967;35962;21752;1999;22799;436;9145;10421;11724;4052;10791
t3484;5547;7185;4002;5495;44077;2585;20496;36585;21154;1939;23110;446;9228;10396;11489;3963;10590
t3485;6440;7495;4351;5671;47365;2744;22546;39400;20738;1929;23973;471;9439;10598;11994;3950;11126
t3486;7819;8413;4394;6728;56348;3334;25139;44896;20490;1928;27391;533;10499;11649;14393;3937;12829
t3487;8629;9460;4805;7349;63418;4010;27952;49903;22147;2121;33150;607;12375;12938;16643;4169;14518
t3488;8947;10074;5085;7594;66960;4315;29474;52323;24774;2651;38722;656;13936;13334;17877;4915;15180
t3489;9117;10503;5189;7698;68091;4406;30344;53667;27598;3119;41220;681;14622;13252;18392;5731;15267
t3490;9257;10718;5430;7656;70074;4502;30690;54627;30013;3288;42101;695;14902;13366;18467;5914;15514
t3491;9398;11050;5677;7780;71762;4507;31067;55546;31042;3334;42475;710;15133;13223;18786;6005;15586
t3492;9167;10873;5184;7745;71313;4445;30960;55668;31419;3367;40592;687;15087;13291;18953;6118;15577
t3493;9190;10803;5290;7627;71037;4460;29813;54494;31436;3407;40083;679;15319;13216;18871;5828;15591
t3494;9188;10605;5318;7530;69814;4356;29112;53307;30975;3372;40704;687;15265;13153;18622;5936;15304
t3495;9035;10440;5217;7613;68492;4173;28948;51785;30461;3336;40170;667;15196;12923;18409;6023;15238
t3496;8922;10355;5043;7585;67175;4071;28946;50492;30620;3360;39450;652;15156;12831;18078;6104;14969
t3497;8812;10372;4767;7491;66707;4212;28812;50287;31916;3426;38723;644;15035;12593;17662;6110;14842
t3498;8627;10288;4711;7285;66200;4089;28568;52299;33558;3501;37645;641;14224;12430;17448;5859;14397
t3499;8193;9947;4468;7307;65168;3894;28851;50937;33737;3401;37204;631;13778;12316;17425;5839;14159
t3500;8037;9564;4397;7259;62595;3693;29881;47979;33006;3207;37889;612;13185;12302;17770;5975;13892
t3501;7580;9367;4536;7090;60765;3544;29111;47398;31816;3063;37709;590;12898;12225;17957;6040;13484
t3502;7120;9568;4389;6717;57671;3457;26450;51013;31710;3003;34680;573;12555;12075;16793;6119;13265
t3503;6563;9107;4163;6300;52756;3149;24942;49716;29828;2965;31588;532;11747;11563;15244;5764;12485
t3504;6152;8426;4199;6066;49265;2897;23551;44476;26319;2637;28968;501;10696;10893;14161;5122;11745
t3505;5904;8059;4246;6004;47300;2770;22449;43150;23777;2383;27387;474;10053;10559;13566;4742;11442
t3506;5796;7763;4290;5896;46184;2722;21890;40875;22931;2195;26410;471;9742;10381;13240;4523;11262
t3507;5691;7686;4291;5771;46395;2701;21702;39138;22078;2068;26037;468;9600;10353;13230;4419;11141
t3508;5917;7776;4149;5754;47536;2701;22129;39385;21576;2011;26195;477;9617;10231;12851;4321;10959
t3509;6705;7972;4335;5960;50533;2885;23707;41867;21423;2007;26595;497;9815;10459;13070;4313;11484
t3510;8078;8771;4424;6980;58442;3446;26083;47305;22026;1990;29609;549;10911;11414;15152;4241;13203
t3511;8882;9709;5110;7561;64775;4105;28555;52191;26126;2199;35357;627;12699;12664;17013;4406;14808
t3512;9149;10277;5574;7792;68257;4405;29836;54600;31524;2719;40460;677;14260;13086;17971;5108;15448
t3513;9291;10668;5680;7929;69472;4476;30585;55583;35005;3163;43097;700;14938;13202;18415;5930;15628
t3514;9499;10821;5882;7851;71188;4562;30740;56007;36735;3297;44090;710;15226;13136;18521;6018;15755
t3515;9579;10967;6078;7915;72618;4562;31112;56877;37085;3311;44250;732;15379;12903;18847;6111;15864
t3516;9251;10679;5556;8001;71762;4512;31074;56667;37351;3325;42038;717;15382;12913;19019;6208;15791
t3517;9266;10664;5623;7870;71214;4526;29943;55307;37479;3344;42448;696;15448;12780;19026;6000;15551
t3518;9125;10639;5551;7821;70052;4431;29311;53960;37152;3286;42519;687;15381;12642;18837;6106;15396
t3519;9146;10581;5473;7863;69019;4258;29221;52485;36645;3248;42477;671;15353;12425;18691;6219;15229
t3520;9010;10496;5293;7701;67742;4182;29150;51015;36717;3264;41573;671;15324;12462;18307;6226;14978
t3521;8937;10571;5062;7554;67500;4328;28885;50690;37537;3317;40356;664;15256;12188;18020;6140;14884
t3522;8824;10438;4945;7372;66967;4210;28723;52201;38247;3380;38798;662;14491;11900;17853;6033;14533
t3523;8368;10055;4763;7392;65878;3995;29238;50863;37816;3311;38505;650;14025;11977;18022;6085;14356
t3524;8121;9763;4572;7375;63543;3789;30130;48048;36601;3129;38789;630;13535;11940;18183;6170;14168
t3525;7612;9483;4668;7202;61530;3635;29147;48056;35146;3003;38751;597;13196;11857;18107;6162;14073
t3526;7248;9644;4493;6791;57989;3528;26618;51724;33947;2956;35768;585;12774;11723;16900;6202;13793
t3527;6641;9182;4396;6361;53233;3218;25006;50349;31433;2951;32651;541;11898;11329;15523;5769;13057
t3528;6279;8450;4319;6106;49881;2965;23490;45112;27223;2622;29794;501;10835;10819;14321;5138;12387
t3529;5987;8032;4644;6070;47847;2829;22541;43776;24236;2358;27996;485;10135;10434;13627;4811;12029
t3530;5829;7789;4604;5962;46822;2772;22265;41336;23617;2185;26964;472;9835;10420;13277;4522;11981
t3531;5719;7740;4474;5798;46888;2790;22099;39608;23027;2061;26562;475;9710;10381;13149;4423;11900
t3532;5953;7762;4373;5766;48033;2797;22483;39745;22438;2009;26847;482;9720;10293;12983;4357;11811
t3533;6804;8037;4476;6003;51070;2958;24128;42114;22189;2004;27159;507;9907;10528;13219;4382;12371
t3534;8168;8842;4370;6982;59127;3539;26576;47099;22739;1973;30137;556;10916;11548;15208;4224;13986
t3535;8980;9773;4732;7574;65489;4194;28769;51593;26626;2186;35996;622;12799;12841;17165;4450;15515
t3536;9337;10346;5237;7884;68760;4488;30201;54225;32008;2725;40809;654;14280;12892;18197;5194;16067
t3537;9472;10620;5275;7953;69589;4597;30903;55318;35750;3168;42905;670;15054;12978;18560;5986;16092
t3538;9658;10726;5406;7878;70955;4675;31456;55663;37457;3299;43399;682;15284;13035;18572;6119;16172
t3539;9664;10933;5532;7947;72361;4605;31830;56730;37897;3302;43682;702;15408;12870;18868;6221;16124
t3540;9328;10821;5119;7951;71472;4509;31750;56766;38141;3311;41905;682;15256;12741;18963;6342;15925
t3541;9327;10800;5083;7830;70603;4503;30601;55404;38228;3331;40976;652;15284;12599;18853;6015;15777
t3542;9169;10541;4914;7729;69276;4399;29869;53872;37633;3275;42094;639;15152;12600;18480;6088;15644
t3543;8948;10364;4716;7724;68128;4205;29627;52261;37196;3248;42104;626;14961;12382;18270;6173;15477
t3544;8848;10138;4488;7696;66352;4104;29692;50916;37266;3283;41452;617;14804;12115;18049;6174;15071
t3545;8785;10156;4380;7575;65600;4217;29297;50090;38238;3322;40495;615;14656;11910;17797;6191;14922
t3546;8673;9989;4390;7427;64867;4133;29218;51198;38904;3381;39557;614;13965;11708;17682;6022;14589
t3547;8226;9633;4309;7476;63940;3919;29592;50025;38575;3321;39147;610;13511;11590;18076;5923;14368
t3548;7919;9299;4187;7391;61172;3732;30084;47508;37363;3164;39002;583;13019;11599;18221;6038;14071
t3549;7452;9101;4385;7184;58958;3575;29235;47441;35739;3042;38825;565;12726;11395;17886;6019;13876
t3550;7082;9496;4321;6767;56076;3505;26579;51315;34638;2988;35467;553;12189;11281;16591;6205;13739
t3551;6539;9152;4156;6374;51433;3233;24965;49941;31623;2963;32474;518;11516;11167;15149;5780;13183
t3552;6029;8449;4084;6144;47846;2962;23511;44424;27254;2647;29719;482;10519;10833;12354;5180;12487
t3553;5772;7965;4257;6072;45367;2784;22584;42872;24353;2372;28008;466;9708;10454;13610;4779;12087
t3554;5545;7630;4167;5971;44152;2698;22209;40293;23655;2184;27071;457;9321;10258;13278;4533;11885
t3555;5365;7434;4350;5839;43813;2661;21995;37814;23134;2062;26778;453;9161;10215;13213;4359;11825
t3556;5342;7289;4188;5865;43694;2586;22350;36531;22701;2004;26984;450;9054;10112;12995;4352;11551
t3557;5266;7112;4063;6056;42250;2573;23663;35925;22497;1995;27320;431;8913;10129;13177;4305;11599
t3558;5599;7079;4031;7063;41841;2734;26115;36523;23004;1994;30119;404;8984;10370;15217;4171;11995
t3559;6097;7300;3710;7585;44387;3047;28534;38749;26769;2184;36002;414;9578;10693;17240;4370;12489
t3560;6530;7701;3633;7874;47883;3373;29885;41463;32139;2722;41022;433;10384;11150;18177;5123;13023
t3561;6870;8059;3397;8015;50536;3561;30618;43713;35705;3152;43040;447;11130;11570;18563;5828;13477
t3562;7197;8510;3572;8018;52697;3640;31033;44911;37292;3282;43443;464;11673;11853;18569;6004;13674
t3563;7335;8794;3644;8110;54679;3638;31350;46442;37601;3309;43385;489;11867;11993;18910;6130;13843
t3564;7020;8857;3646;8184;54070;3531;31434;48043;37588;3313;41000;496;11873;11873;18928;6242;13706
t3565;6767;8615;3526;8067;51959;3471;30287;45062;37650;3344;40441;471;11688;11631;18849;5963;13528
t3566;6589;8307;3441;7965;50490;3413;29737;43014;37116;3308;42100;459;11473;11540;18500;6053;13222
t3567;6491;8168;3438;7992;49343;3363;29614;41327;36759;3264;42194;448;11316;11404;18388;6189;13057
t3568;6565;8117;3532;7928;48964;3384;29598;40396;36759;3289;41582;451;11365;11358;18097;6224;13000
t3569;6801;8279;3647;7827;49698;3587;29417;40905;37390;3337;40417;470;11820;11258;17901;6120;13073
t3570;6814;8443;3725;7699;50486;3612;29259;42745;37752;3403;38913;491;11797;11330;17718;5953;12964
t3571;6767;8415;3760;7667;50546;3451;29435;43395;37579;3363;38417;506;11564;11307;17876;5932;12829
t3572;6707;8224;3811;7557;49861;3310;30185;42177;36445;3207;38639;503;11237;11283;18059;5928;12584
t3573;6447;8201;4046;7318;49430;3204;29497;42786;35016;3067;38610;499;11082;11308;17873;5932;12539
t3574;6258;8657;4055;6969;49057;3187;26854;47360;34251;3006;35483;507;11246;11203;16654;6125;12529
t3575;5833;8261;3913;6540;45692;2991;25209;46487;31986;2965;32494;471;10648;11018;15272;5755;11992
t3576;5544;7671;4175;6192;42789;2781;23546;41806;27934;2674;29693;442;9853;10537;14168;5096;11480
t3577;5264;7264;4042;6115;41082;2635;22629;40390;24877;2414;27887;425;9226;10220;13613;4772;11109
t3578;5149;7026;4039;6001;40251;2572;22258;38010;24016;2217;26964;417;8926;10077;13359;4507;10979
t3579;5077;6912;3913;5898;40307;2564;22103;36266;23466;2082;26483;419;8839;9997;13212;4364;11004
t3580;5293;6942;3808;5856;41284;2523;22459;36243;22889;2023;26731;425;8838;9935;12877;4289;10770
t3581;5928;7104;3838;6056;43462;2584;23689;37435;22548;2019;27035;445;8876;10065;13097;4319;11066
t3582;6963;7563;3784;7068;49207;2891;26016;40531;22919;2001;29698;501;9579;10875;15118;4191;12101
t3583;7757;8136;3941;7673;54896;3367;28241;44228;27052;2193;35462;567;10619;11892;16917;4424;13276
t3584;8205;8849;4267;7821;58796;3724;29578;46836;32152;2699;40525;615;11787;12408;17935;5177;14046
t3585;8344;9293;4444;7951;60566;3897;30463;48657;35747;3133;42720;636;12547;12641;18246;5869;14584
t3586;8492;9542;4663;7821;62013;3978;30768;49035;37235;3294;43176;647;12853;12780;18289;6027;14826
t3587;8502;9640;4752;7842;63187;3965;31121;50249;37335;3326;43213;656;12894;12825;18560;6152;14894
t3588;8229;9554;4605;7780;62735;3892;30993;51065;37398;3331;41633;645;12803;12622;18563;6257;14823
t3589;8024;9335;4549;7657;61253;3849;29942;49049;37287;3346;41337;626;12746;12472;18511;5928;14627
t3590;7860;9246;4488;7486;59727;3764;29055;47672;36476;3280;42156;594;12497;12366;18232;6160;14391
t3591;7772;9018;4462;7513;58522;3679;28899;46194;35944;3218;42377;579;12265;12074;18017;6244;14275
t3592;7713;8951;4330;7443;57523;3683;28898;44979;35559;3187;41709;572;12369;11993;17687;6107;14159
t3593;7823;9064;4348;7319;57622;3830;28586;45081;35799;3181;40538;572;12682;11794;17465;6055;14178
t3594;7657;9069;4386;7067;57658;3797;28375;46306;36259;3226;38519;585;12596;11801;17199;5813;14004
t3595;7316;8798;4274;7132;56809;3589;28238;45312;35850;3213;38191;586;12267;11732;17220;5744;13629
t3596;7152;8531;4169;6961;54564;3400;28814;43136;34790;3077;37977;568;11858;11561;17265;5769;13138
t3597;6910;8358;4254;6925;53170;3274;28462;43484;33448;2941;37712;553;11449;11349;17443;5784;12799
t3598;6771;8838;4240;6578;52478;3239;26457;47897;32898;2850;34962;558;11598;11130;16462;6047;12622
t3599;6174;8590;4093;6140;48533;3044;24865;47030;31322;2845;31973;526;11198;10920;15129;5682;12179
t3600;5898;7976;4149;5733;45027;2811;23265;41867;27825;2640;29297;489;10318;10596;14027;5139;11632
t3601;5543;7490;4434;5542;42806;2655;22032;40553;25042;2406;27601;467;9597;10257;13411;4829;11273
t3602;5470;7169;4349;5495;41717;2580;21391;37829;23895;2196;26599;454;9211;10083;13044;4512;11122
t3603;5323;7007;4334;5497;41396;2559;21018;35788;23023;2046;25956;461;9047;10045;12814;4368;10946
t3604;5377;6985;4216;5406;41843;2499;20771;35234;22359;1972;25928;463;8930;9877;12294;4282;10589
t3605;5639;6879;4236;5205;41913;2479;20636;35191;21601;1943;25466;462;8652;9814;12067;4234;10602
t3606;6004;7025;4274;5496;44032;2653;21053;36167;21327;1872;26185;465;8964;10030;12942;4044;10863
t3607;6555;7432;3994;5885;47730;2912;22971;38479;23241;1950;29837;478;9636;10353;14227;3969;11419
t3608;6992;7997;3999;6248;52138;3231;25379;41758;26312;2172;33329;494;10570;10954;15433;4272;12175
t3609;7285;8558;4181;6501;55368;3444;26933;43946;29681;2512;35246;508;11424;11503;16165;4688;12862
t3610;7467;8776;4429;6664;57061;3570;27543;44741;31662;2834;36001;510;11784;11832;16486;5014;13208
t3611;7549;8853;4545;6799;57590;3574;27688;45892;31938;2974;36223;533;11849;11909;16599;5181;13344
t3612;7256;8862;4520;6551;56670;3530;27714;47463;31787;2999;34854;530;11715;11793;16454;5292;13229
t3613;7089;8491;4414;6411;54706;3514;26839;44865;31460;2978;33950;501;11540;11641;16313;5283;13082
t3614;6965;8366;4224;6314;53238;3399;25591;43247;30600;2928;32745;486;11287;11480;15864;5200;12880
t3615;6862;8296;4225;6246;51952;3366;24737;41516;29731;2818;32297;482;11118;11382;15525;5081;12727
t3616;6815;8508;4056;6061;51401;3462;24483;40429;29475;2749;32022;487;11176;11383;15271;5006;12739
t3617;6953;8621;4108;5935;51781;3593;24403;40788;30074;2750;32151;503;11420;11394;15058;4958;12762
t3618;6822;8645;4140;5959;51978;3598;24558;42051;31416;2832;31787;521;11439;11393;14869;4932;12670
t3619;6590;8411;3711;6043;51247;3411;24855;41483;31576;2856;31918;524;11245;11368;15080;5020;12434
t3620;6559;8235;3739;6065;49286;3248;26340;39760;30895;2756;32246;508;11085;11332;15251;5163;12131
t3621;6459;8051;4053;6107;48474;3134;26466;40960;29968;2622;32507;508;10847;11160;15689;5209;11931
t3622;6287;8445;4164;5967;48274;3113;24563;45943;29821;2556;30614;524;11129;11038;15018;5454;12110
t3623;5779;8195;4165;5660;45324;2916;23092;45404;28919;2601;28199;501;10656;11047;13865;5176;11796
t3624;5453;7690;4515;5213;42554;2717;21531;40681;26169;2463;26200;467;9867;10652;12741;4815;11302
t3625;5151;7278;4438;5103;40316;2574;20254;39211;23618;2290;24486;441;9264;10418;12012;4422;11028
t3626;5093;6994;4371;5072;39132;2565;19724;36408;22634;2103;23389;439;8910;10209;11610;4168;10927
t3627;4904;6841;4284;5019;38876;2457;19416;34134;21807;1973;22815;436;8766;10172;11316;4008;10734
t3628;4936;6793;4069;4902;38897;2392;19224;33388;21140;1893;22717;437;8661;9977;10759;3918;10410
t3629;4943;6660;4074;4673;38685;2376;18843;32471;20238;1851;21872;430;8354;9964;10573;3888;10385
t3630;5166;6715;4074;4852;39607;2486;18611;32685;19685;1779;21613;418;8329;9968;11069;3594;10422
t3631;5635;7013;3978;5194;41588;2750;19725;34206;20642;1798;23727;442;8607;10178;11891;3576;10799
t3632;6033;7472;3908;5588;45172;3075;21436;36752;22525;1934;26322;464;9247;10622;12880;3754;11470
t3633;6335;8026;3833;5970;48264;3304;22996;39240;25221;2169;28772;488;9971;11114;13813;4109;12110
t3634;6672;8300;4011;6275;51144;3422;23902;40726;27729;2428;30132;504;10444;11336;14347;4428;12574
t3635;6860;8589;4115;6404;53691;3461;24348;42287;29137;2676;30280;520;10761;11324;14400;4663;12742
t3636;6583;8649;3980;6177;52961;3432;24700;44047;29710;2778;30228;530;10900;11235;14449;4873;12753
t3637;6363;8359;3896;6073;51454;3389;24492;41066;29825;2866;28397;490;10744;11193;14377;4874;12730
t3638;6129;8126;3865;6027;49645;3361;23345;39338;29224;2868;27735;488;10510;11178;14006;4697;12687
t3639;6122;8123;3815;6013;48093;3328;22547;37793;28592;2762;27392;488;10337;11111;13668;4571;12553
t3640;6116;8042;3992;5936;48187;3385;22199;37087;28591;2687;26657;479;10445;11036;13610;4539;12559
t3641;6300;8253;4208;5850;48929;3656;22259;37963;29456;2666;27034;487;11000;11060;13625;4460;12668
t3642;6514;8450;4185;6053;50006;3673;22630;40383;30637;2727;27140;506;11203;11143;13753;4489;12787
t3643;6429;8484;3892;6186;50104;3525;23507;41403;30860;2751;27810;512;11167;11162;14214;4602;12810
t3644;6499;8390;3862;6299;49683;3380;25399;40741;30787;2663;28996;507;11093;11288;14441;4800;12735
t3645;6506;8325;4105;6405;49712;3263;26302;41614;30470;2583;30291;504;10884;11289;14875;4981;12511
t3646;6348;8581;4138;6349;50460;3214;24464;45823;30512;2499;28855;516;11206;11032;14446;5301;12404
t3647;5857;8186;3893;6006;47095;3013;22538;44636;28863;2517;26787;479;10573;10917;13348;5040;11981
t3648;5564;7578;4264;5756;43982;2838;21046;40022;25210;2378;24611;452;9737;10417;10789;4702;11526
t3649;5335;7214;4387;5757;42615;2711;20297;38749;22551;2223;22936;432;9194;10210;11871;4432;11343
t3650;5248;7004;4244;5651;42306;2644;19922;36603;21962;2058;22015;426;9012;10033;11737;4236;11180
t3651;5179;6958;4198;5537;42826;2643;19850;35023;21539;1930;21403;433;8918;10026;11692;4158;11178
t3652;5510;7117;4004;5472;44769;2627;20472;35717;21213;1868;21492;444;9006;9973;11519;4079;11102
t3653;6428;7440;4233;5739;48252;2808;22305;38074;21004;1855;20836;466;9153;10240;12077;4075;11617
t3654;7785;8390;4001;6765;56285;3384;24835;43719;21702;1788;20637;529;10190;11322;14438;3958;13209
t3655;8652;9327;4513;7324;63249;4050;27515;48337;26394;1829;22657;607;12091;12783;16509;4207;14809
t3656;8839;9879;4894;7541;67058;4378;28762;50548;32314;1976;25397;648;13569;12750;17668;4972;15314
t3657;8893;10278;4918;7634;68233;4474;29651;51944;35114;2234;27713;655;14201;12863;18293;5826;15479
t3658;9132;10454;5043;7477;69727;4592;30307;52652;36265;2497;29003;673;14383;12722;18424;5977;15750
t3659;9232;10624;5295;7600;71125;4617;30858;53416;36510;2704;29431;692;14619;12751;18716;6100;15740
t3660;9031;10516;4869;7661;70645;4522;30871;53879;36769;2819;29611;691;14497;12806;18802;6227;15626
t3661;9000;10428;4962;7548;70066;4540;29696;52946;36798;2888;28420;681;14543;12609;18721;5944;15545
t3662;8849;10266;4968;7489;68731;4465;29116;51629;36401;2864;28078;661;14500;12623;18402;6069;15565
t3663;8743;10068;4897;7557;67337;4299;29018;50073;36204;2764;27623;641;14400;12474;18187;6178;15425
t3664;8613;10110;4766;7460;65594;4215;29235;48873;36282;2716;27243;636;14327;12345;18019;6227;14985
t3665;8593;10225;4560;7363;65067;4369;28870;48521;37385;2741;27286;632;14239;12154;17799;6196;14888
t3666;8501;10029;4496;7255;64739;4244;28654;50112;38003;2865;27433;640;13553;12068;17756;5965;14593
t3667;8164;9661;4320;7331;63989;4023;28991;48757;37139;2919;28352;634;13161;11915;18064;5922;14379
t3668;7936;9260;4348;7261;61541;3809;29869;45930;36020;2845;29443;596;12626;11844;18087;6015;14106
t3669;7638;8996;4583;7110;59705;3637;29167;45516;35017;2741;30812;570;12247;11745;17773;5962;13637
t3670;7178;9311;4537;6709;57636;3515;26517;49564;34157;2648;29277;559;12216;11395;16480;6180;13379
t3671;6595;8839;4246;6289;52612;3257;25079;48366;31685;2626;26719;515;11557;10997;15220;5805;12622
